22,,YAMUNA NAGAR,0.0,5.4,-100%,NR,405.9,756.4,-46%,D
1,,CENTRAL DELHI,1.5,4.4,-66%,LD,453.2,540.0,-16%,N
2,,EAST DELHI,0.0,4.4,-100%,NR,647.9,540.0,20%,E
3,,NEW DELHI,2.1,3.5,-41%,D,684.7,516.9,32%,E
4,,NORTH DELHI,0.4,1.5,-76%,LD,828.1,441.0,88%,LE
5,,NORTH EAST DELHI,,4.4,,*,575.9,540.0,7%,N
6,,NORTH WEST DELHI,0.0,1.6,-100%,NR,565.3,325.6,74%,LE
7,,SOUTH DELHI,0.1,4.4,-97%,LD,412.9,540.0,-24%,D
8,,SOUTH WEST DELHI,0.9,5.0,-83%,LD,528.6,440.5,20%,E
9,,WEST DELHI,0.8,1.4,-46%,D,422.0,488.7,-14%,N
1,,AMRITSAR,0.0,2.9,-100%,NR,360.3,384.4,-6%,N
2,,BARNALA,0.0,2.4,-100%,NR,222.1,298.0,-25%,D
3,,BHATINDA,0.0,0.9,-100%,NR,106.6,244.4,-56%,D
4,,FARIDKOT,0.0,2.4,-100%,NR,231.3,244.8,-6%,N
5,,FATEHGARH SAHIB,0.0,0.5,-100%,NR,207.0,396.8,-48%,D
6,,FAZILKA,9.0,0.8,1025%,LE,138.8,206.6,-33%,D
7,,FEROZEPUR,0.4,1.0,-63%,LD,105.3,202.5,-48%,D
8,,GURDASPUR,0.0,3.7,-100%,NR,433.5,510.4,-15%,N
9,,HOSHIARPUR,0.0,3.8,-100%,NR,270.9,508.9,-47%,D
10,,JALANDHAR,0.2,2.9,-92%,LD,275.5,430.0,-36%,D
11,,KAPURTHALA,0.0,1.5,-100%,NR,339.1,376.2,-10%,N
12,,LUDHIANA,0.1,3.6,-97%,LD,278.3,373.0,-25%,D
13,,MANSA,0.0,0.1,-100%,NR,167.2,221.9,-25%,D
14,,MOGA,0.0,1.8,-100%,NR,144.3,243.6,-41%,D
15,,MUKTSAR,22.4,3.0,647%,LE,184.7,260.0,-29%,D
16,,PATHANKOT,0.3,4.3,-92%,LD,937.3,825.5,14%,N
17,,PATIALA,0.0,2.8,-100%,NR,365.8,433.2,-16%,N
